cidade,uf,populacao
MaraRosa,Goiás,9234
AntônioDias,MinasGerais,9233
Chapada,RioGrandedoSul,9211
SantaMariadoOeste,Paraná,9210
CoronelMurta,MinasGerais,9209
Bálsamo,SãoPaulo,9209
Penaforte,Ceará,9207
BaíadaTraição,Paraíba,9197
Palmeirad'Oeste,SãoPaulo,9173
VistaAlegredoAlto,SãoPaulo,9163
AbadiadeGoiás,Goiás,9158
Prados,MinasGerais,9128
NovaRedenção,Bahia,9126
Rafard,SãoPaulo,9126
Urânia,SãoPaulo,9125
Palmeiras,Bahia,9123
Anaurilândia,MatoGrossodoSul,9116
SantaRitadoAraguaia,Goiás,9110
Coqueiral,MinasGerais,9099
IporãdoOeste,SantaCatarina,9093
Dobrada,SãoPaulo,9088
SãoDomingos,Bahia,9085
AntônioJoão,MatoGrossodoSul,9082
Casca,RioGrandedoSul,9070
MontesAltos,Maranhão,9064
NovaMaringá,MatoGrosso,9056
Siriri,Sergipe,9046
QueimadaNova,Piauí,9041
SãoJorged'Oeste,Paraná,9005
Vicentinópolis,Goiás,9002
PantanoGrande,RioGrandedoSul,8995
SãoJosédaBelaVista,SãoPaulo,8991
Douradina,Paraná,8988
Santanópolis,Bahia,8987
Brejão,Pernambuco,8981
PaulodeFaria,SãoPaulo,8973
Itauçu,Goiás,8968
SítioNovodoTocantins,Tocantins,8965
RioNovo,MinasGerais,8964
MoradaNovadeMinas,MinasGerais,8955
Quixabeira,Bahia,8939
Guarani,MinasGerais,8926
NevesPaulista,SãoPaulo,8917
Caém,Bahia,8912
BomJardimdeGoiás,Goiás,8912
Cordisburgo,MinasGerais,8903
SantaRitadeCaldas,MinasGerais,8900
Congonhinhas,Paraná,8896
Clementina,SãoPaulo,8894
Filadélfia,Tocantins,8892
SantaLúcia,SãoPaulo,8889
Dourado,SãoPaulo,8883
Guamiranga,Paraná,8881
Pereiras,SãoPaulo,8875
SãoSebastiãodaAmoreira,Paraná,8865
Jucuruçu,Bahia,8856
Maravilha,Alagoas,8850
Ibiassucê,Bahia,8849
Aratuípe,Bahia,8848
Armazém,SantaCatarina,8843
BrejodeAreia,Maranhão,8841
LagodosRodrigues,Maranhão,8841
Moraújo,Ceará,8833
PiedadedeCaratinga,MinasGerais,8832
Ibitirama,EspíritoSanto,8830
NossaSenhoraAparecida,Sergipe,8822
RedençãodoGurgueia,Piauí,8814
Coluna,MinasGerais,8810
CentraldoMaranhão,Maranhão,8806
CristaisPaulista,SãoPaulo,8803
Cezarina,Goiás,8794
MarilândiadoSul,Paraná,8793
Martins,RioGrandedoNorte,8790
Castanheira,MatoGrosso,8782
MonsenhorPaulo,MinasGerais,8764
SantaTerezinha,SantaCatarina,8760
MonteAlegredeGoiás,Goiás,8759
NossaSenhoradosRemédios,Piauí,8751
AlvoradadoNorte,Goiás,8749
Marcação,Paraíba,8746
SãoVicentedoSul,RioGrandedoSul,8742
Ibirapuã,Bahia,8740
Serranópolis,Goiás,8737
SãoDomingosdoNorte,EspíritoSanto,8735
Varzedo,Bahia,8734
Mucugê,Bahia,8725
SerradosAimorés,MinasGerais,8725
SantaCruzdeMinas,MinasGerais,8723
Pimenta,MinasGerais,8715
AntônioCarlos,SantaCatarina,8712
Nazareno,MinasGerais,8710
MataVerde,MinasGerais,8700
Capitólio,MinasGerais,8693
Piranguinho,MinasGerais,8683
Abaíra,Bahia,8681
OuroVerde,SãoPaulo,8676
Cordeiros,Bahia,8667
Arealva,SãoPaulo,8665
SantanadoManhuaçu,MinasGerais,8660
Caraíbas,Bahia,8659
Virgínia,MinasGerais,8652
Tangará,SantaCatarina,8648
TassoFragoso,Maranhão,8642
Mataraca,Paraíba,8642
Califórnia,Paraná,8641
MartinsSoares,MinasGerais,8640
Nazária,Piauí,8632
Catuípe,RioGrandedoSul,8631
Jordão,Acre,8628
LagoaAlegre,Piauí,8610
MagalhãesBarata,Pará,8598
Angelândia,MinasGerais,8594
Camutanga,Pernambuco,8592
LagedodoTabocal,Bahia,8591
Marcolândia,Piauí,8590
ComendadorLevyGasparian,RiodeJaneiro,8590
IsaíasCoelho,Piauí,8582
Ouriçangas,Bahia,8575
Jóia,RioGrandedoSul,8571
PraiaNorte,Tocantins,8563
Tarrafas,Ceará,8555
RiachodosCavalos,Paraíba,8555
SantaTerezinha,MatoGrosso,8547
SantoAntôniodoAracanguá,SãoPaulo,8541
Paverama,RioGrandedoSul,8541
Pratápolis,MinasGerais,8530
SãoGonçalodoAbaeté,MinasGerais,8527
IlhadasFlores,Sergipe,8522
FeiraNovadoMaranhão,Maranhão,8506
MilagresdoMaranhão,Maranhão,8502
TuneirasdoOeste,Paraná,8502
Saltinho,SãoPaulo,8498
BoaVistadoGurupi,Maranhão,8494
SãoJoãodaBaliza,Roraima,8492
SantaIsabeldoIvaí,Paraná,8484
Aparecida,Paraíba,8482
Ibiaí,MinasGerais,8478
Morpará,Bahia,8476
Araponga,MinasGerais,8467
Japaratinga,Alagoas,8444
BarradeSãoMiguel,Alagoas,8434
Caraá,RioGrandedoSul,8426
Estrelad'Oeste,SãoPaulo,8420
Jangada,MatoGrosso,8420
Araguaçu,Tocantins,8418
SantaRosadoSul,SantaCatarina,8397
BrejoGrande,Sergipe,8396
Pavão,MinasGerais,8390
VeraCruzdoOeste,Paraná,8389
SantaTerezinhadeGoiás,Goiás,8386
CampoFlorido,MinasGerais,8383
Alvorada,Tocantins,8381
Montezuma,MinasGerais,8379
Jauru,MatoGrosso,8377
Itaquara,Bahia,8375
Madeiro,Piauí,8372
Brasileira,Piauí,8364
Icém,SãoPaulo,8363
Irapuru,SãoPaulo,8356
CristalândiadoPiauí,Piauí,8350
Entre-Ijuís,RioGrandedoSul,8350
LagoaSalgada,RioGrandedoNorte,8348
GeneralCâmara,RioGrandedoSul,8339
BarradeSantana,Paraíba,8338
Rodeiro,MinasGerais,8333
Desterro,Paraíba,8332
NovaItarana,Bahia,8328
MalhadadePedras,Bahia,8326
TerezópolisdeGoiás,Goiás,8326
MarcelinoVieira,RioGrandedoNorte,8325
CampoErê,SantaCatarina,8312
NovaSantaRosa,Paraná,8311
Riachuelo,RioGrandedoNorte,8310
Pains,MinasGerais,8308
Glorinha,RioGrandedoSul,8304
Itapé,Bahia,8300
CarnaúbadosDantas,RioGrandedoNorte,8297
Guiricema,MinasGerais,8296
Ivaté,Paraná,8294
GadoBravo,Paraíba,8292
Pocrane,MinasGerais,8288
AltoJequitibá,MinasGerais,8286
BuritidosMontes,Piauí,8282
Tuparetama,Pernambuco,8266
Mirante,Bahia,8264
MonteCastelo,SantaCatarina,8263
ÁguasdaPrata,SãoPaulo,8262
Guaraçaí,SãoPaulo,8258
Jesuítas,Paraná,8251
AltamiradoMaranhão,Maranhão,8250
SãoLuís,Roraima,8232
Iepê,SãoPaulo,8228
SantaBárbaradoLeste,MinasGerais,8212
MajorVieira,SantaCatarina,8209
Lindoia,SãoPaulo,8201
Bilac,SãoPaulo,8197
PonteAltadoTocantins,Tocantins,8192
SãoRafael,RioGrandedoNorte,8183
MontedoCarmo,Tocantins,8182
IpirangadoNorte,MatoGrosso,8182
MonteAlegredoSul,SãoPaulo,8181
Jaborandi,Bahia,8176
Macaubal,SãoPaulo,8174
Guimarânia,MinasGerais,8168
BarãodeMelgaço,MatoGrosso,8165
Tiradentes,MinasGerais,8160
FerreiraGomes,Amapá,8151
Jati,Ceará,8150
Orizânia,MinasGerais,8138
TrezeTílias,SantaCatarina,8138
Descanso,SantaCatarina,8136
Riachinho,MinasGerais,8132
MinasdoLeão,RioGrandedoSul,8130
ElísioMedrado,Bahia,8129
ReservadoIguaçu,Paraná,8127
NovoHorizontedoOeste,Rondônia,8125
Cristal,RioGrandedoSul,8121
NovaFátima,Paraná,8120
CampodoTenente,Paraná,8118
Maravilhas,MinasGerais,8113
Candeal,Bahia,8109
SerraNegradoNorte,RioGrandedoNorte,8105
Tupãssi,Paraná,8105
Irapuã,SãoPaulo,8101
Cabeceiras,Goiás,8098
DomAquino,MatoGrosso,8087
CampoLimpodeGoiás,Goiás,8087
SãoJoãodoArraial,Piauí,8085
Peixe-Boi,Pará,8084
Colméia,Tocantins,8078
Lamarão,Bahia,8078
SãoMigueldosMilagres,Alagoas,8073
NovaGlória,Goiás,8063
EstreladoSul,MinasGerais,8057
SãoJosédoCerrito,SantaCatarina,8054
SantanadaBoaVista,RioGrandedoSul,8037
MontesClarosdeGoiás,Goiás,8037
PassaTempo,MinasGerais,8031
Ascurra,SantaCatarina,8021
PontoBelo,EspíritoSanto,8016
JuarezTávora,Paraíba,8014
DelfimMoreira,MinasGerais,8007
TimbóGrande,SantaCatarina,8003
CachoeiraDourada,Goiás,7997
Japonvar,MinasGerais,7991
SalvadordoSul,RioGrandedoSul,7975
Itamari,Bahia,7971
Cruzeta,RioGrandedoNorte,7968
Cambira,Paraná,7967
PedraLavrada,Paraíba,7954
SantaRitadoPardo,MatoGrossodoSul,7948
Portalegre,RioGrandedoNorte,7944
Tanquinho,Bahia,7936
Ibirarema,SãoPaulo,7926
GaúchadoNorte,MatoGrosso,7913
AltoRioNovo,EspíritoSanto,7911
SantanadoSãoFrancisco,Sergipe,7906
Catiguá,SãoPaulo,7905
Itaiçaba,Ceará,7904
SenadorFirmino,MinasGerais,7902
Iguatama,MinasGerais,7901
Durandé,MinasGerais,7898
CampoAlegredeGoiás,Goiás,7884
AssunçãodoPiauí,Piauí,7879
GovernadorLuizRocha,Maranhão,7878
SantaFilomenadoMaranhão,Maranhão,7878
SãoVicentedeMinas,MinasGerais,7876
Iramaia,Bahia,7874
CurraldeDentro,MinasGerais,7867
Cubati,Paraíba,7866
Itobi,SãoPaulo,7862
RibamarFiquene,Maranhão,7859
Arneiroz,Ceará,7848
Sobrado,Paraíba,7845
Pium,Tocantins,7830
NovaFátima,Bahia,7830
Ipeúna,SãoPaulo,7824
SantaBárbaradoSul,RioGrandedoSul,7813
Bodoquena,MatoGrossodoSul,7802
Araguapaz,Goiás,7795
Paraí,RioGrandedoSul,7793
MonsenhorHipólito,Piauí,7785
JenipapodeMinas,MinasGerais,7781
Baldim,MinasGerais,7780
Itamarati,Amazonas,7777
Ibirajuba,Pernambuco,7773
GeneralSampaio,Ceará,7767
Restinga,SãoPaulo,7762
Guatapará,SãoPaulo,7760
SenadorSá,Ceará,7758
MarajádoSena,Maranhão,7757
LagoadeDentro,Paraíba,7754
Macururé,Bahia,7752
Jericó,Paraíba,7751
AltoParaísodeGoiás,Goiás,7751
Umari,Ceará,7740
SudMennucci,SãoPaulo,7738
CônegoMarinho,MinasGerais,7730
Tuparendi,RioGrandedoSul,7730
Tapiraí,SãoPaulo,7725
SãoPedrodoTurvo,SãoPaulo,7724
BeloVale,MinasGerais,7723
Altaneira,Ceará,7712
SantaCruzdeMonteCastelo,Paraná,7705
CajueirodaPraia,Piauí,7704
Tomazina,Paraná,7699
Jacuí,MinasGerais,7695
Palmeirópolis,Tocantins,7694
SãoMigueldasMissões,RioGrandedoSul,7692
BoqueirãodoLeão,RioGrandedoSul,7691
Tocantínia,Tocantins,7688
RibeirãoGrande,SãoPaulo,7686
Tombos,MinasGerais,7683
PedroOsório,RioGrandedoSul,7683
SãoMamede,Paraíba,7682
SantaFédoAraguaia,Tocantins,7678
AlagoinhadoPiauí,Piauí,7678
Salete,SantaCatarina,7674
Icaraíma,Paraná,7671
Serrania,MinasGerais,7667
ColôniadoPiauí,Piauí,7665
LeopoldodeBulhões,Goiás,7663
DivinolândiadeMinas,MinasGerais,7655
LajeadoNovo,Maranhão,7653
Muribeca,Sergipe,7653
AssisBrasil,Acre,7649
Ipumirim,SantaCatarina,7647
Ipuaçu,SantaCatarina,7643
PauloLopes,SantaCatarina,7642
Itajá,RioGrandedoNorte,7641
LimeiradoOeste,MinasGerais,7640
SãoJosédosBasílios,Maranhão,7639
ParaísodoSul,RioGrandedoSul,7635
SãoPedrodosFerros,MinasGerais,7634
Coimbra,MinasGerais,7631
Sanclerlândia,Goiás,7630
Figueira,Paraná,7625
LagoadePedras,RioGrandedoNorte,7624
SãoJosédaLagoaTapada,Paraíba,7622
PortodePedras,Alagoas,7618
Tarabai,SãoPaulo,7609
BarradoTurvo,SãoPaulo,7606
Inimutaba,MinasGerais,7605
Florestal,MinasGerais,7602
Moema,MinasGerais,7589
Lagamar,MinasGerais,7588
Belágua,Maranhão,7586
Granito,Pernambuco,7586
PalestinadoPará,Pará,7575
PedroGomes,MatoGrossodoSul,7568
Inocência,MatoGrossodoSul,7566
SãoJoãodoJaguaribe,Ceará,7557
PauloJacinto,Alagoas,7556
Guaraqueçaba,Paraná,7554
RiodoOeste,SantaCatarina,7552
BarãodoTriunfo,RioGrandedoSul,7550
Felisburgo,MinasGerais,7548
Apiacá,EspíritoSanto,7542
SãoJoãoBatistadoGlória,MinasGerais,7541
Pintópolis,MinasGerais,7540
Paulicéia,SãoPaulo,7540
SantanadePirapama,MinasGerais,7538
CoronelDomingosSoares,Paraná,7538
AbelFigueiredo,Pará,7536
SãoJosédaBarra,MinasGerais,7532
Barbosa,SãoPaulo,7532
Casserengue,Paraíba,7530
VertentedoLério,Pernambuco,7526
BoaVistadaAparecida,Paraná,7524
Nuporanga,SãoPaulo,7522
Palmeirina,Pernambuco,7509
TrombudoCentral,SantaCatarina,7506
Quatiguá,Paraná,7504
LagunaCarapã,MatoGrossodoSul,7496
Dionísio,MinasGerais,7493
NovaPorteirinha,MinasGerais,7493
Brejinho,Pernambuco,7489
ClarodosPoções,MinasGerais,7478
Itacajá,Tocantins,7471
Segredo,RioGrandedoSul,7465
MunizFerreira,Bahia,7464
Maracajá,SantaCatarina,7461
SãoMigueldeTaipu,Paraíba,7450
SãoDomingosdoAzeitão,Maranhão,7448
Alpercata,MinasGerais,7448
Pedrão,Bahia,7438
AntônioOlinto,Paraná,7421
PauloFrontin,Paraná,7418
Joviânia,Goiás,7417
LavrasdoSul,RioGrandedoSul,7410
RibeiroGonçalves,Piauí,7408
Jequitaí,MinasGerais,7407
AntoninadoNorte,Ceará,7402
AmetistadoSul,RioGrandedoSul,7396
SãoJoãodoOriente,MinasGerais,7393
GuaranidasMissões,RioGrandedoSul,7393
Inconfidentes,MinasGerais,7387
Lavrinhas,SãoPaulo,7361
Abatiá,Paraná,7360
BrejoGrandedoAraguaia,Pará,7357
BelémdoBrejodoCruz,Paraíba,7356
SantaLuziadoNorte,Alagoas,7344
CampoLargodoPiauí,Piauí,7342
Jaraguari,MatoGrossodoSul,7342
Sericita,MinasGerais,7340
Itarumã,Goiás,7337
SãoJoãodoSul,SantaCatarina,7332
Indaiabira,MinasGerais,7328
SantaRitadeMinas,MinasGerais,7322
Jaci,SãoPaulo,7322
PalmaSola,SantaCatarina,7321
Orindiúva,SãoPaulo,7318
SantoAntôniodoRetiro,MinasGerais,7316
ManoelViana,RioGrandedoSul,7315
ChãPreta,Alagoas,7311
NazarédoPiauí,Piauí,7307
PraiaGrande,SantaCatarina,7305
LajedoMuriaé,RiodeJaneiro,7298
TeodoroSampaio,Bahia,7296
Irajuba,Bahia,7295
Cosmorama,SãoPaulo,7289
Bandeirantes,MatoGrossodoSul,7281
Livramento,Paraíba,7274
Apuarema,Bahia,7274
Nazarezinho,Paraíba,7271
Cristalândia,Tocantins,7268
Ibiraiaras,RioGrandedoSul,7267
DesterrodeEntreRios,MinasGerais,7266
Ereré,Ceará,7254
Ouro,SantaCatarina,7251
Reduto,MinasGerais,7247
CamposdeJúlio,MatoGrosso,7245
Juranda,Paraná,7244
EngenheiroNavarro,MinasGerais,7240
SãoJosédeUbá,RiodeJaneiro,7240
JuncodoSeridó,Paraíba,7238
VarjãodeMinas,MinasGerais,7235
Terezinha,Pernambuco,7227
Cacimbas,Paraíba,7225
Araguacema,Tocantins,7223
BoaVista,Paraíba,7218
Luiziana,Paraná,7217
CoronelBicaco,RioGrandedoSul,7213
Caiçara,Paraíba,7182
Doverlândia,Goiás,7174
DoisIrmãosdoTocantins,Tocantins,7173
Monteirópolis,Alagoas,7171
AntônioMartins,RioGrandedoNorte,7162
NovaAliança,SãoPaulo,7161
ÁguaDoce,SantaCatarina,7160
PedraBonita,MinasGerais,7157
Laurentino,SantaCatarina,7154
SãoTomédasLetras,MinasGerais,7151
Delfinópolis,MinasGerais,7146
AmaralFerrador,RioGrandedoSul,7136
GovernadorJorgeTeixeira,Rondônia,7130
PresidenteMédici,Maranhão,7124
Acauã,Piauí,7119
Machacalis,MinasGerais,7112
Naque,MinasGerais,7104
TrezedeMaio,SantaCatarina,7104
BomSucesso,Paraná,7103
SãoRoquedeMinas,MinasGerais,7100
Verê,Paraná,7094
Marilena,Paraná,7093
AltoBoaVista,MatoGrosso,7092
Jussara,Paraná,7069
DoutorSeveriano,RioGrandedoNorte,7068
IraídeMinas,MinasGerais,7067
CentraldeMinas,MinasGerais,7059
Tuiuti,SãoPaulo,7058
Palmitinho,RioGrandedoSul,7056
Areial,Paraíba,7054
Corumbiara,Rondônia,7052
AlfredoVasconcelos,MinasGerais,7052
Aguiarnópolis,Tocantins,7049
AmapádoMaranhão,Maranhão,7047
SantanadaVargem,MinasGerais,7047
DirceuArcoverde,Piauí,7046
Iraí,RioGrandedoSul,7046
Sapucaí-Mirim,MinasGerais,7045
Itanhangá,MatoGrosso,7030
Guidoval,MinasGerais,7026
CabeceiraGrande,MinasGerais,7025
SantoAntôniodaAlegria,SãoPaulo,7024
BarroDuro,Piauí,7022
AbadiadosDourados,MinasGerais,7022
LuísDomingues,Maranhão,7016
SaltodaDivisa,MinasGerais,7014
Indianópolis,MinasGerais,7009
Macambira,Sergipe,7002
SerraRedonda,Paraíba,7001
Conquista,MinasGerais,6997
Goioxim,Paraná,6997
Jacuípe,Alagoas,6992
Araporã,MinasGerais,6992
Meleiro,SantaCatarina,6989
DivinópolisdoTocantins,Tocantins,6986
SãoTomásdeAquino,MinasGerais,6980
SãoBrás,Alagoas,6977
ImbédeMinas,MinasGerais,6976
Campestre,Alagoas,6972
PontaldoAraguaia,MatoGrosso,6972
Jaborandi,SãoPaulo,6963
SãoCarlosdoIvaí,Paraná,6961
Sabáudia,Paraná,6954
Jacareacanga,Pará,6952
Ajuricaba,RioGrandedoSul,6951
Faro,Pará,6949
SãoMigueldoAnta,MinasGerais,6949
SãoSebastiãodoOeste,MinasGerais,6948
DivisaAlegre,MinasGerais,6946
SantanadosGarrotes,Paraíba,6942
DomExpeditoLopes,Piauí,6940
Floresta,Paraná,6926
Anhembi,SãoPaulo,6911
SãoJosédoOuro,RioGrandedoSul,6911
Jandaíra,RioGrandedoNorte,6907
Almas,Tocantins,6905
Ouvidor,Goiás,6895
Simolândia,Goiás,6895
HulhaNegra,RioGrandedoSul,6894
SantaRosadoPurus,Acre,6893
CampoBelodoSul,SantaCatarina,6889
PadreMarcos,Piauí,6879
Vitorino,Paraná,6879
Confins,MinasGerais,6867
Juti,MatoGrossodoSul,6861
NovaLacerda,MatoGrosso,6861
Capetinga,MinasGerais,6860
SãoRoberto,Maranhão,6856
Laranjal,MinasGerais,6856
Gongogi,Bahia,6852
Bonfim,MinasGerais,6852
Lagoad'Anta,RioGrandedoNorte,6851
BoaHora,Piauí,6848
SantoAntôniodoPinhal,SãoPaulo,6843
Chuí,RioGrandedoSul,6832
PalmeirasdoTocantins,Tocantins,6830
BomJesusdoAraguaia,MatoGrosso,6830
Jambeiro,SãoPaulo,6828
Careaçu,MinasGerais,6826
MorrodoChapéudoPiauí,Piauí,6825
NovaUnião,Rondônia,6822
Crisólita,MinasGerais,6814
Cipotânea,MinasGerais,6811
Herval,RioGrandedoSul,6807
Sussuapara,Piauí,6801
Tumiritinga,MinasGerais,6797
SantarémNovo,Pará,6796
Quixaba,Pernambuco,6796
AltoHorizonte,Goiás,6796
LagoadeSãoFrancisco,Piauí,6795
DoresdoRioPreto,EspíritoSanto,6793
Itagimirim,Bahia,6784
AnitaGaribaldi,SantaCatarina,6783
AngicaldoPiauí,Piauí,6779
Renascença,Paraná,6772
Condor,RioGrandedoSul,6766
Galileia,MinasGerais,6764
SantaClaradoSul,RioGrandedoSul,6755
RoqueGonzales,RioGrandedoSul,6750
Cuitegi,Paraíba,6748
Maquiné,RioGrandedoSul,6747
Periquito,MinasGerais,6738
Quintana,SãoPaulo,6736
Ipê,RioGrandedoSul,6736
Luislândia,MinasGerais,6735
BeloMonte,Alagoas,6717
Capim,Paraíba,6715
BoaVistadoBuricá,RioGrandedoSul,6712
Sapopema,Paraná,6708
SantaBárbaradeGoiás,Goiás,6701
SãoSebastiãodoAnta,MinasGerais,6697
ErvalSeco,RioGrandedoSul,6697
SãoJosédoPiauí,Piauí,6696
Matureia,Paraíba,6690
Marizópolis,Paraíba,6689
Guarantã,SãoPaulo,6685
Pinhão,Sergipe,6678
Ijaci,MinasGerais,6667
DonaEuzébia,MinasGerais,6664
Condado,Paraíba,6662
Mariópolis,Paraná,6655
FaxinaldoSoturno,RioGrandedoSul,6651
ÁguasMornas,SantaCatarina,6646
Guairaçá,Paraná,6635
Roteiro,Alagoas,6634
AfonsoCunha,Maranhão,6631
Comercinho,MinasGerais,6624
NatividadedaSerra,SãoPaulo,6624
Potiraguá,Bahia,6623
Heliodora,MinasGerais,6623
Grão-Pará,SantaCatarina,6621
BarãodeCotegipe,RioGrandedoSul,6616
PassodoSobrado,RioGrandedoSul,6612
MorroRedondo,RioGrandedoSul,6609
Palma,MinasGerais,6606
PortodoMangue,RioGrandedoNorte,6605
MiltonBrandão,Piauí,6603
SantoAntôniodeGoiás,Goiás,6593
PedroAvelino,RioGrandedoNorte,6591
Arapoema,Tocantins,6590
Itirapuã,SãoPaulo,6587
SertãoSantana,RioGrandedoSul,6586
SantaCruz,Paraíba,6579
Pardinho,SãoPaulo,6579
CaiçaradoNorte,RioGrandedoNorte,6572
MorroReuter,RioGrandedoSul,6570
Oriente,SãoPaulo,6569
Formigueiro,RioGrandedoSul,6569
Pacujá,Ceará,6565
Mamonas,MinasGerais,6565
Guarda-Mor,MinasGerais,6558
Selvíria,MatoGrossodoSul,6555
NovoOrientedoPiauí,Piauí,6548
ColôniadoGurgueia,Piauí,6545
AugustoPestana,RioGrandedoSul,6545
ÁguasdeChapecó,SantaCatarina,6544
Paraíso,SãoPaulo,6536
Faina,Goiás,6527
SantaCecília,Paraíba,6526
NovaPalma,RioGrandedoSul,6519
Pilões,Paraíba,6518
NovaIbiá,Bahia,6518
Itambaracá,Paraná,6516
ItajudoColônia,Bahia,6515
SãoFranciscodePaula,MinasGerais,6512
NossaSenhoradeLourdes,Sergipe,6509
Diamante,Paraíba,6506
RioSono,Tocantins,6498
Lassance,MinasGerais,6494
Pirajuba,MinasGerais,6491
ValedoParaíso,Rondônia,6490
Ubarana,SãoPaulo,6488
Sales,SãoPaulo,6481
BrejodosSantos,Paraíba,6479
SãoVicente,RioGrandedoNorte,6476
Lagoão,RioGrandedoSul,6469
SantoAntôniodeLisboa,Piauí,6466
PadreCarvalho,MinasGerais,6466
VargemAlegre,MinasGerais,6460
MassapêdoPiauí,Piauí,6456
Potiretama,Ceará,6455
VilaBoa,Goiás,6451
MendesPimentel,MinasGerais,6446
BomJardimdeMinas,MinasGerais,6444
BoqueirãodoPiauí,Piauí,6443
RioGrandedoPiauí,Piauí,6434
Itanagra,Bahia,6433
CórregoFundo,MinasGerais,6425
SãoJoãodoOeste,SantaCatarina,6423
Sardoá,MinasGerais,6421
PatosdoPiauí,Piauí,6420
Gália,SãoPaulo,6419
SãoFranciscodoPiauí,Piauí,6417
SãoJosédoJacuri,MinasGerais,6409
SantaHelenadeMinas,MinasGerais,6406
Amaporã,Paraná,6405
Olhod'Água,Paraíba,6399
SãoJosédeCaiana,Paraíba,6394
Ibema,Paraná,6387
Piracema,MinasGerais,6386
BelaVistadoToldo,SantaCatarina,6386
CambarádoSul,RioGrandedoSul,6383
SantaMariadoHerval,RioGrandedoSul,6382
SãoJulião,Piauí,6379
Silveiras,SãoPaulo,6375
Arandu,SãoPaulo,6373
Guajeru,Bahia,6371
Taciba,SãoPaulo,6371
Tiros,MinasGerais,6369
CuitédeMamanguape,Paraíba,6360
Inhaúma,MinasGerais,6352
Taiaçu,SãoPaulo,6346
FormosadoOeste,Paraná,6345
BoaVenturadeSãoRoque,Paraná,6343
Toledo,MinasGerais,6336
Pinhalão,Paraná,6323
VidalRamos,SantaCatarina,6321
Parecis,Rondônia,6319
Baixio,Ceará,6318
SãoFranciscodeSales,MinasGerais,6309
Cacaulândia,Rondônia,6307
SantaMariadaSerra,SãoPaulo,6298
SãoJoãodaPonta,Pará,6294
Borrazópolis,Paraná,6290
Imbuia,SantaCatarina,6284
Inaciolândia,Goiás,6275
Iacri,SãoPaulo,6269
SãoFranciscodeGoiás,Goiás,6265
GraçaAranha,Maranhão,6261
Botumirim,MinasGerais,6259
Silvianópolis,MinasGerais,6258
SantaFilomena,Piauí,6256
SantaCruzdoPiauí,Piauí,6254
Darcinópolis,Tocantins,6250
Luisburgo,MinasGerais,6249
Caracol,MatoGrossodoSul,6247
Lambarid'Oeste,MatoGrosso,6246
Olhos-d'Água,MinasGerais,6243
SantaCruzdaVitória,Bahia,6241
Progresso,RioGrandedoSul,6235
Palmeirante,Tocantins,6234
Caatiba,Bahia,6232
Ichu,Bahia,6232
Pérolad'Oeste,Paraná,6232
Barão,RioGrandedoSul,6232
Alambari,SãoPaulo,6231
SoledadedeMinas,MinasGerais,6226
Colômbia,SãoPaulo,6223
SãoJoãodoSabugi,RioGrandedoNorte,6221
AmericanodoBrasil,Goiás,6220
Cutias,Amapá,6217
BetâniadoPiauí,Piauí,6214
Catuji,MinasGerais,6206
RiodasAntas,SantaCatarina,6199
Coroados,SãoPaulo,6197
Perobal,Paraná,6194
LindolfoCollor,RioGrandedoSul,6193
Gonzaga,MinasGerais,6184
BomJesusdoAmparo,MinasGerais,6182
CocaldosAlves,Piauí,6180
SenadorElóideSouza,RioGrandedoNorte,6167
Poloni,SãoPaulo,6166
Corguinho,MatoGrossodoSul,6158
Aratiba,RioGrandedoSul,6145
ÁguasdeSantaBárbara,SãoPaulo,6142
PedroRégis,Paraíba,6139
Bossoroca,RioGrandedoSul,6135
Serrinha,RioGrandedoNorte,6128
Balbinos,SãoPaulo,6127
PedraBela,SãoPaulo,6127
Tanqued'Arca,Alagoas,6115
SãoJosédaBoaVista,Paraná,6115
Vicentina,MatoGrossodoSul,6115
Caibi,SantaCatarina,6112
Itambé,Paraná,6110
SãoJoãodaSerra,Piauí,6106
CândidoGodói,RioGrandedoSul,6106
Vereda,Bahia,6105
BernardodoMearim,Maranhão,6102
PaiPedro,MinasGerais,6098
BarradeSãoMiguel,Paraíba,6095
Piacatu,SãoPaulo,6093
Igaracy,Paraíba,6092
Itá,SantaCatarina,6091
Sapucaia,Pará,6088
CampinadoMonteAlegre,SãoPaulo,6088
TenenteLaurentinoCruz,RioGrandedoNorte,6085
SãoJoãodaFronteira,Piauí,6084
CaldasBrandão,Paraíba,6077
Gouvelândia,Goiás,6076
Itueta,MinasGerais,6074
Equador,RioGrandedoNorte,6064
Novais,SãoPaulo,6057
Independência,RioGrandedoSul,6054
Camalaú,Paraíba,6048
SãoPedrodeAlcântara,SantaCatarina,6046
ValeReal,RioGrandedoSul,6046
DivisaNova,MinasGerais,6039
MarabáPaulista,SãoPaulo,6039
SãoJosédosRamos,Paraíba,6037
Serraria,Paraíba,6037
SantaAlbertina,SãoPaulo,6036
OuroVerdedoOeste,Paraná,6036
Solidão,Pernambuco,6034
Patis,MinasGerais,6031
Echaporã,SãoPaulo,6026
Douradina,MatoGrossodoSul,6025
Caiuá,SãoPaulo,6017
FelipeGuerra,RioGrandedoNorte,6009
Cerrito,RioGrandedoSul,6005
Jandaia,Goiás,6001
AméricodeCampos,SãoPaulo,5993
Cristália,MinasGerais,5992
